stockcode,description,revenue,quantity,orders,customers,average_price,revenue_share
21719,LOVELY BONBON STICKER SHEET,813.14,906,141,69,0.8975055187637969,0.003971062818650803
20833,SHAKER THROW  QUILTED,811.8,52,5,3,15.61153846153846,0.003964518774357087
21374,MIRRORED WALL ART SKULLS,809.67,470,71,57,1.7227021276595744,0.003954116674099166
85145,JARDIN ETCHED GLASS LARGE BELL JAR,809.05,91,30,27,8.89065934065934,0.003951088832709536
20769,DAISY JOURNAL,808.8100000000001,438,79,48,1.8465981735159818,0.0039499167650748415
47594B,SCOTTIES DESIGN WASHBAG,808.39,408,122,67,1.9813480392156861,0.003947865646714123
84922,PINK BUTTERFLY WASHBAG,808.22,342,17,9,2.363216374269006,0.003947035432139549
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,808.16,422,22,19,1.9150710900473933,0.0039467424152308745
21454,PAINTED PINK RABBIT,807.6,937,194,78,0.8618996798292423,0.003944007590749919
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,806.58,91,67,14,8.863516483516484,0.003939026303302464
84767,ZINC POLICE BOX LANTERN,806.22,195,6,4,4.134461538461538,0.00393726820185042
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,806.16,726,95,30,1.1104132231404957,0.0039369751849417465
84920,PINK FLOWER FABRIC PONY,805.38,201,88,43,4.006865671641791,0.003933165965128986
37333,"RETRO ""TEA FOR ONE""",805.1,145,58,26,5.552413793103448,0.003931798552888509
21222,SET/4 BADGES BEETLES,804.65,621,133,70,1.29573268921095,0.003929600926073454
23409,PHOTO FRAME LINEN AND LACE LARGE,801.68,215,43,39,3.7287441860465114,0.003915096589094099
85044,RED REINDEER STRING OF 20 LIGHTS,801.4,149,40,26,5.378523489932886,0.0039137291768536215
16011,ANIMAL STICKERS,799.3199999999999,3812,112,83,0.20968520461699894,0.003903571257352928
22825,DECORATIVE PLANT POT WITH FRIEZE,799.02,100,38,32,7.9902,0.0039021061728095586
20699,MOUSEY LONG LEGS SOFT TOY,797.96,294,88,42,2.7141496598639456,0.003896929540756321
23524,HORSE & PONY WALL ART,797.3100000000001,256,17,16,3.1144921875000002,0.003893755190912355
21455,PAINTED YELLOW WOODEN DAISY,797.27,901,167,60,0.8848723640399556,0.0038935598463065717
20997,ROSE DU SUD CUSHION COVER,796.74,170,83,25,4.686705882352941,0.003890971530279953
21285,RETROSPOT CANDLE  MEDIUM,796.4000000000001,744,63,39,1.0704301075268818,0.0038893111011308015
21558,SKULL LUNCHBOX WITH CUTLERY,796.12,298,65,32,2.6715436241610737,0.0038879436888903233
22058,CERAMIC LOVE HEARTS DESIGN MUG,795.72,520,103,71,1.5302307692307693,0.0038859902428324982
23487,SWEET HEART CAKE CARRIER,795.5799999999999,80,44,41,9.944749999999999,0.0038853065367122587
17129F,DEEP BLUE GLASS GEMS IN BAG,794.4599999999999,669,64,8,1.1875336322869954,0.0038798368877503465
37494A,FAIRY CAKE CERAMIC BUTTER DISH,793.44,237,51,18,3.347848101265823,0.003874855600302892
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,793.34,650,51,36,1.220523076923077,0.0038743672387884357
35915C,PEACH KNITTED HEN,793.32,662,82,23,1.1983685800604231,0.0038742695664855443
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,792.73,573,129,44,1.3834729493891798,0.003871388233550251
23106,ZINC HEARTS PLANT POT HOLDER,792.47,283,52,48,2.8002473498233216,0.0038701184936126647
23519,EMBROIDERED RIBBON REEL CLAIRE,792.31,224,24,18,3.537098214285714,0.003869337115189534
85017A,ENVELOPE 50 ROMANTIC IMAGES,792.15,1157,174,45,0.6846585998271392,0.003868555736766404
45008C,DECORATIVE NET CANOPY CREAM,792.0699999999999,83,34,16,9.54301204819277,0.0038681650475548388
22785,CUSHION COVER PINK UNION FLAG,792.0600000000001,120,28,22,6.6005,0.003868116211403394
23335,EGG FRYING PAN IVORY,790.7800000000001,377,96,62,2.097559681697613,0.0038618651840183517
37330,SPOTS MUG,790.6999999999999,437,21,15,1.809382151029748,0.003861474494806786
21286,RETRO SPOT CANDLE  LARGE,789.26,295,49,24,2.675457627118644,0.003854442088998614
23568,EGG CUP HENRIETTA HEN CREAM,787.52,630,48,24,1.250031746031746,0.003845944598647073
84970s,HANGING HEART ZINC T-LIGHT HOLDER,784.04,373,98,0,2.1019839142091152,0.0038289496179439893
22414,DOOR MAT NEIGHBOURHOOD WITCH,783.87,95,51,30,8.251263157894737,0.0038281194033694134
22408,MONEY BOX CONFECTIONERY DESIGN,783.67,638,94,71,1.228322884012539,0.003827142680340501
72799C,PINK PILLAR CANDLE SILVER FLOCK,783.1,471,48,32,1.6626326963906581,0.0038243590197081
20989,URBAN CHIC CHOPSTICKS SET/5,782.18,407,57,29,1.9218181818181816,0.0038198660937751004
22204,MILK PAN BLUE POLKADOT,782.16,226,92,33,3.460884955752212,0.003819768421472209
84247E,PACK/12 XMAS FUN CARD,780.2600000000001,270,59,56,2.8898518518518523,0.003810489552697538
37461,FUNKY MONKEY MUG,778.64,742,95,35,1.0493800539083558,0.003802578096163344
21456,2 PICTURE BOOK EGGS EASTER CHICKS,776.05,738,65,42,1.0515582655826559,0.003789929532938923
90200B,BLACK SWEETHEART BRACELET,775.45,183,84,28,4.2374316939890715,0.003786999363852185
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,774.7099999999999,818,187,69,0.9470782396088019,0.003783385488645207
21015,DARK BIRD HOUSE TREE DECORATION,771.7299999999999,1700,186,80,0.4539588235294117,0.003768832315514406
23115,RED APPLES CHOPPING BOARD,770.32,152,45,38,5.0678947368421055,0.0037619464181605717
22684,FRENCH BLUE METAL DOOR SIGN 9,769.86,562,108,45,1.3698576512455516,0.003759699955194072
21723,ALPHABET HEARTS STICKER SHEET,769.13,866,135,66,0.8881408775981524,0.00375613491613854
20910,VINTAGE PHOTO ALBUM PARIS DAYS,769.12,106,47,11,7.255849056603774,0.0037560860799870943
22985,WRAP BILLBOARD FONTS DESIGN,769.02,1831,64,52,0.42,0.0037555977184726376
84761,IVORY HANGING BIRD PLANTER,768.8499999999999,276,61,33,2.785688405797101,0.0037547675038980617
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,767.75,167,22,17,4.597305389221557,0.0037493955272390415
84712B,PINK JEWELLED PHOTO FRAME,767.1600000000001,98,60,29,7.828163265306124,0.003746514194303749
72755C,FLOWER FAIRY OIL BURNER SET ROSE,767.0,592,14,12,1.2956081081081081,0.003745732815880618
35095B,RED VICTORIAN FABRIC OVAL BOX,766.64,1952,177,73,0.39274590163934425,0.0037439747144285755
84029C,BROWN FURRY HOT WATER BOTTLE,766.19,204,48,27,3.755833333333334,0.0037417770876135223
23140,TRIPLE WIRE HOOK IVORY HEART,766.1,182,52,29,4.2093406593406595,0.003741337562250511
16259,PIECE OF CAMO STATIONERY SET,766.09,5473,55,46,0.13997624703087885,0.003741288726099065
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,765.39,357,87,58,2.143949579831933,0.0037378701954978704
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,765.02,345,28,8,2.217449275362319,0.0037360632578943816
84963A,PINK PAINTED KASHMIRI CHAIR,763.35,23,9,8,33.18913043478261,0.00372790762060296
23550,WRAP ALPHABET POSTER,763.1,1855,64,60,0.4113746630727763,0.003726686716816819
35811A,ENAMEL PINK SUGAR CONTAINER,762.97,434,84,24,1.7579953917050692,0.003726051846848026
23006,TRAVEL CARD WALLET FLOWER MEADOW,762.75,1758,173,88,0.43387372013651876,0.003724977451516221
23458,DOLLY CABINET 3 DRAWERS,762.4499999999999,51,30,30,14.95,0.0037235123669728514
22492,MINI PAINT SET VINTAGE  BOY+ GIRL,761.4,1260,18,17,0.6042857142857143,0.0037183845710710593
84762C,GREEN PICNIC BARBECUE BUCKET,761.25,105,43,18,7.25,0.003717652028799375
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,760.95,163,68,38,4.668404907975461,0.003716186944256006
23025,DRAWER KNOB VINTAGE GLASS BALL,760.8000000000001,350,54,40,2.173714285714286,0.0037154544019843217
23524,WALL ART HORSE & PONY,760.32,225,46,27,3.3792000000000004,0.0037131102667149313
23123,COCKTAIL SWORDS 50 PIECES,759.57,935,95,64,0.8123743315508022,0.003709447555356508
21298,EDWARDIAN 2 DRAWER WALL CABINET,755.8,52,14,14,14.534615384615384,0.0036910363262615013
85135A,YELLOW DRAGONFLY HELICOPTER,754.59,94,63,40,8.027553191489362,0.003685127151936579
90209C,PINK ENAMEL+GLASS HAIR COMB,754.46,399,66,15,1.8908771929824562,0.003684492281967785
47581B,FAIRY CAKE WICKER PICNIC BASKET,753.77,46,36,24,16.386304347826087,0.003681122587518036
22124,SET OF 2 TEA TOWELS PING MICROWAVE,751.9300000000001,298,132,29,2.523255033557047,0.0036721367356520387
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,751.68,810,57,43,0.9279999999999999,0.0036709158318658976
21194,PINK  HONEYCOMB PAPER FAN,751.5,578,95,51,1.3001730103806228,0.003670036781139876
23124,18PC WOODEN CUTLERY SET DISPOSABLE,751.38,567,43,23,1.3251851851851852,0.0036694507473225284
84653,GREEN ROSE QUILT,750.48,14,12,8,53.605714285714285,0.0036650554936924207
23223,CHRISTMAS TREE HANGING SILVER,750.19,801,88,51,0.9365667915106118,0.0036636392453004976
21344,MOROCCAN BEATEN METAL DISH,749.82,166,26,21,4.516987951807229,0.0036618323076970083
90200A,PURPLE SWEETHEART BRACELET,749.69,177,99,32,4.235536723163842,0.0036611974377282154
84615,PINK ROUND BUTTERFLY MIRROR,748.48,240,21,13,3.118666666666667,0.0036552882634032923
35647,VINTAGE BEAD PINK SHADE,748.24,563,74,19,1.3290230905861458,0.0036541161957685973
84620,BLUE GINGHAM ROSE CUSHION COVER,746.61,121,50,41,6.170330578512397,0.0036461559030829577
84663A,GRASS HOPPER WOODEN WALL CLOCK,746.39,373,64,34,2.0010455764075066,0.0036450815077511537
21284,RETRO SPOT CANDLE  SMALL,744.75,408,60,31,1.8253676470588236,0.003637072378914069
84842,HELLO SAILOR BATHROOM SET,744.15,1505,35,22,0.4944518272425249,0.0036341422098273304
21319,GLASS CHALICE GREEN  SMALL,743.61,508,65,44,1.4637992125984252,0.0036315050576492653
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,743.26,674,46,19,1.1027596439169138,0.0036297957923486683
23282,FOLDING BUTTERFLY MIRROR IVORY,742.9200000000001,794,133,67,0.9356675062972293,0.0036281353631995167
84689,S/2 BEACH HUT TREASURE CHESTS,742.9,312,40,29,2.3810897435897433,0.003628037690896625
22676,"FRENCH BLUE METAL DOOR SIGN, 1",742.67,577,79,55,1.2871230502599653,0.003626914459413375
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,742.56,518,98,37,1.4335135135135133,0.003626377261747473
84821,DANISH ROSE DELUXE COASTER,742.5,1318,74,50,0.5633535660091047,0.0036260842448387993
21391,FRENCH EMROIDR LAVENDER SCENT HEART,741.6,341,67,51,2.1747800586510264,0.003621688991208692
21503,TOYBOX  WRAP,740.42,1801,64,57,0.41111604664075513,0.003615926325338106
23114,VINTAGE LEAF CHOPPING BOARD,737.95,149,45,40,4.95268456375839,0.0036038637959310334
85130C,BEADED CRYSTAL HEART BLUE  LARGE,737.89,659,68,51,1.119711684370258,0.003603570779022359
84033,FLAG OF ST GEORGE,735.38,392,49,41,1.875969387755102,0.0035913129050095033
22638,SET OF 4 NAPKIN CHARMS CROWNS,735.23,405,74,56,1.8153827160493827,0.003590580362737819
84715,SET OF 6 ICE CREAM SKITTLES,734.8900000000001,241,47,35,3.0493360995850627,0.003588919933588668
90161B,ANT COPPER TURQ BOUDICCA BRACELET,734.16,147,76,21,4.994285714285714,0.0035853548945331353
84708B,PINK JEWELLED PHOTO FRAME,732.7900000000001,142,53,36,5.160492957746479,0.003578664341785083
23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,732.4200000000001,824,99,40,0.888859223300971,0.003576857404181594
ADJUST2,Adjustment by Peter on Jun 25 2010,731.0500000000001,3,3,3,243.68333333333337,0.0035701668514335418
85131B,BEADED CRYSTAL HEART GREEN ON STICK,730.74,948,216,12,0.7708227848101266,0.0035686529307387264
90209B,GREEN ENAMEL+GLASS HAIR COMB,730.66,380,97,9,1.9227894736842104,0.0035682622415271615
47503F,ASS FLORAL PRINT TORCH,729.9499999999999,2567,11,10,0.2843591741332294,0.0035647948747745202
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,728.97,560,88,47,1.301732142857143,0.003560008931932848
72800B,S/4 PURPLE DINNER CANDLE BLK FLOCK,728.6700000000001,650,34,17,1.1210307692307693,0.0035585438473894793
21443,OLIVE CHALET BIRDFEEDER,727.9300000000001,257,26,18,2.832412451361868,0.0035549299721825017
20657,TROPICAL LUGGAGE TAG,726.47,1877,118,54,0.3870378263185935,0.003547799894071438
21415,CLAM SHELL SMALL,726.16,348,82,41,2.0866666666666664,0.003546285973376623
85230F,JASMINE VOTIVE CANDLE,725.6999999999999,2946,62,48,0.24633401221995924,0.003544039510410123
35095A,BLUE VICTORIAN FABRIC OVAL BOX,725.5600000000001,1809,166,61,0.40108347153123275,0.003543355804289885
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,724.59,251,43,37,2.886812749003984,0.003538618697599658
85088,CANDY SPOT HAND BAG,723.85,347,78,38,2.086023054755043,0.0035350048223926804
84595E,LARGE TORTILLA DESIGN RED BOWL,723.5699999999999,367,43,22,1.9715803814713895,0.003533637410152202
21393,BLUE  SPOTTY PUDDING BOWL,723.5500000000001,2679,28,20,0.2700821201941023,0.003533539737849311
84971L,LARGE HEART FLOWERS HOOK,723.51,585,58,37,1.2367692307692308,0.0035333443932435283
84976,RECTANGULAR SHAPED MIRROR,722.76,674,56,40,1.0723442136498516,0.003529681681885105
20701,PINK CAT FLORAL CUSHION COVER,721.49,353,50,12,2.0438810198300286,0.003523479490651509
10134,COLOURING PENCILS BROWN TUBE,721.13,625,52,44,1.153808,0.003521721389199466
84684,BEACH HUT PHOTO FRAME,720.6999999999999,609,40,17,1.183415435139573,0.0035196214346873028
85017C,ENVELOPE 50 CURIOUS IMAGES,719.67,1087,119,44,0.6620699172033119,0.003514591311088402
23222,CHRISTMAS TREE HANGING GOLD,718.53,799,75,49,0.8992866082603254,0.0035090239898235994
35951,FOLKART BAUBLE CHRISTMAS DECORATION,717.99,1352,46,35,0.5310576923076923,0.003506386837645535
21001,ROSE DU SUD WASHBAG,717.8000000000001,141,90,29,5.090780141843972,0.003505458950768068
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,717.4300000000001,85,16,0,8.44035294117647,0.0035036520131645796
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,717.25,85,17,0,8.438235294117646,0.0035027729624385576
21026,SPACE OWL,716.73,549,124,48,1.30551912568306,0.003500233482563384
21457,2 PICTURE BOOK EGGS EASTER DUCKS,716.0,685,65,45,1.0452554744525548,0.003496668443507852
21076,SET/20 COLLAGE PAPER NAPKIN,714.55,843,92,60,0.8476275207591933,0.003489587201548234
20850,ZINC HEART LATTICE PLANTER BOWL,713.8000000000001,820,23,19,0.8704878048780489,0.003485924490189812
35915B,BLUE KNITTED HEN,713.73,563,67,31,1.267726465364121,0.0034855826371296924
21133,PAINTED BIRD ASSORTED CHRISTMAS,712.9100000000001,410,42,38,1.7388048780487806,0.00348157807271115
23042,PAPER LANTERN 7 POINT SNOW STAR,711.51,103,28,25,6.9078640776699025,0.00347474101150876
16015,MEDIUM CHINESE STYLE SCISSOR,711.38,1572,65,40,0.4525318066157761,0.0034741061415399666
20854,BLUE PATCH PURSE PINK HEART,711.37,441,107,66,1.6130839002267574,0.003474057305388521
21221,SET/4 BADGES CUTE CREATURES,709.66,535,107,55,1.3264672897196261,0.0034657063234913165
23070,EDWARDIAN HEART PHOTO FRAME,709.5400000000001,160,44,29,4.4346250000000005,0.003465120289673969
22100,SKULLS SQUARE TISSUE BOX,709.5,1005,127,71,0.7059701492537314,0.0034649249450681863
21365,MIRRORED WALL ART STARS,707.9200000000001,469,77,51,1.5094243070362474,0.0034572088331397753
21308,LOUVRE VANITY MIRROR,705.9,132,6,3,5.347727272727273,0.0034473439305477555
21265,PINK GOOSE FEATHER TREE 60CM,705.59,321,34,26,2.1980996884735204,0.003445830009852941
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,705.46,641,125,43,1.1005616224648986,0.0034451951398841475
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,705.01,374,42,18,1.8850534759358288,0.0034429975130690934
21442,GREEN BIRDHOUSE DECORATION,704.9699999999999,973,136,66,0.7245323741007194,0.003442802168463311
22981,PANTRY APPLE CORER,704.13,471,105,58,1.494968152866242,0.003438699931741877
84869,CANDY BUTTON PHOTO ALBUM,703.54,302,26,18,2.3296026490066226,0.0034358185988065844
20763,DAISY SKETCHBOOK,702.86,267,74,54,2.632434456928839,0.003432497740508281
84569A,PACK 3 IRON ON DOG PATCHES,702.42,562,112,59,1.2498576512455515,0.0034303489498446727
21740,COSY SLIPPER SHOES LARGE RED,698.0100000000001,201,66,44,3.4726865671641796,0.003408812207057146
84584,PINK GINGHAM CAT WITH SCARF,696.75,282,75,47,2.470744680851064,0.0034026588519749943
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,695.23,835,106,77,0.8326107784431138,0.0033952357569552575
22036,DINOSAUR BIRTHDAY CARD,695.11,1649,135,77,0.421534263189812,0.0033946497231379102
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,66,0.2972882805816937,0.0033944055423806812
20898,VINTAGE NOTEBOOK TRAVELOGUE,693.9200000000001,327,53,35,2.1220795107033643,0.003388838221115879
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,693.25,533,13,12,1.300656660412758,0.0033855661989690205
72131,COLUMBIAN CANDLE RECTANGLE,692.28,748,56,42,0.9255080213903742,0.0033808290922787932
20862,PINK PATCH PENCIL CASE BLUE HEART,691.1400000000001,325,37,21,2.1265846153846155,0.0033752617710139906
72753A,S/3 FLWR FAIRY LILLY CANDLES,690.24,315,14,10,2.1912380952380954,0.0033708665173838833
35964,FOLKART CLIP ON STARS,689.76,1187,132,50,0.5810951979780961,0.003368522382114492
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,688.73,274,83,44,2.5136131386861313,0.0033634922585155914
90161D,ANT COPPER PINK BOUDICCA BRACELET,687.52,138,75,18,4.982028985507246,0.0033575830841906682
84917,WHITE HAND TOWEL WITH BUTTERFLY,686.03,229,53,16,2.9957641921397378,0.0033503064976252678
85186A,EASTER BUNNY GARLAND OF FLOWERS,685.87,1473,159,76,0.4656279701289885,0.0033495251192021376
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,685.6700000000001,142,61,42,4.828661971830987,0.0033485483961732255
84563A,PINK & WHITE BREAKFAST TRAY,685.15,139,62,26,4.929136690647482,0.0033460089162980515
37492D,PURPLE GREEN FLOWER PIGGY BANK,682.99,361,26,18,1.8919390581717452,0.0033354603075857934
22847,"BREAD BIN, DINER STYLE, IVORY",682.7499999999999,45,10,9,15.172222222222219,0.0033342882399510975
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,682.66,516,111,33,1.322984496124031,0.003333848714588087
23120,PACK OF 6 SMALL FRUIT STRAWS,682.39,1685,100,69,0.40497922848664686,0.003332530138499055
85023B,EAU DE NILE JEWELLED PHOTOFRAME,682.35,293,38,32,2.3288395904436863,0.0033323347938932725
17165D,ASS COL LARGE SAND FROG P'WEIGHT,682.32,716,89,62,0.9529608938547487,0.003332188285438936
22033,BOTANICAL ROSE GREETING CARD,681.93,1603,128,80,0.4254086088583905,0.003330283675532555
23325,RUSTIC STRAWBERRY JAM POT SMALL,681.54,426,32,24,1.5998591549295773,0.0033283790656261753
85084,HOLLY TOP CHRISTMAS STOCKING,681.4,682,84,53,0.9991202346041055,0.0033276953595059366
21674,RIDGED GLASS PENDANT LAMPSHADE,680.8499999999999,43,9,8,15.833720930232555,0.0033250093711764263
21386,IVORY HANGING DECORATION  EGG,680.78,1148,105,72,0.59301393728223,0.0033246675181163067
17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,680.65,586,107,38,1.161518771331058,0.0033240326481475137
21397,BLUE POLKADOT EGG CUP,679.38,1163,81,51,0.5841616509028374,0.0033178304569139176
23597,PAPER BUNTING PAISLEY PARK,679.07,249,31,28,2.7271887550200806,0.003316316536219103
47594A,CAROUSEL DESIGN WASHBAG,678.3,344,105,65,1.9718023255813952,0.003312556152557788
62094B,TURQ ICE CREAM BUM BAG,677.99,305,67,20,2.222918032786885,0.0033110422318629734
84925D,LA PALMIERA WALL THERMOMETER,677.4499999999999,452,26,24,1.498783185840708,0.0033084050796849084
90160C,TURQ+RED BOUDICCA LARGE BRACELET,677.0,97,45,25,6.979381443298969,0.003306207452869855
85096,HILDA CANDY SPOT RABBIT,676.92,164,66,42,4.1275609756097555,0.0033058167636582894
84824,DANISH ROSE UMBRELLA STAND,676.4499999999999,38,32,23,17.801315789473684,0.003303521464540345
23428,IVORY RETRO KITCHEN WALL CLOCK,675.91,77,33,25,8.778051948051948,0.0033008843123622797
22511,RETROSPOT BABUSHKA DOORSTOP,675.5600000000001,296,76,63,2.2822972972972977,0.0032991750470616832
21847,GREEN  DIAMANTE PEN IN GIFT BOX,675.37,347,71,20,1.9463112391930837,0.0032982471601842155
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,674.3,288,67,48,2.3413194444444443,0.0032930216919795315
22999,TRAVEL CARD WALLET RETRO PETALS,674.11,1544,105,61,0.4365997409326425,0.0032920938051020647
20856,DENIM PATCH PURSE PINK BUTTERFLY,674.09,408,122,70,1.6521813725490198,0.003291996132799174
37444C,PINK BREAKFAST CUP AND SAUCER,673.72,1654,54,14,0.40732769044740025,0.003290189195195685
22034,ROBIN CHRISTMAS CARD,673.49,1617,94,71,0.41650587507730363,0.0032890659637124352
22965,3 TRADITIONAL COOKIE CUTTERS  SET,671.4000000000001,354,10,10,1.8966101694915256,0.0032788592080602967
72023F,RED ORGANIC CANDLE IN GLASS,669.62,640,49,34,1.04628125,0.0032701663731029723
75013B,"STRING OF 8 BUTTERFLIES,PINK",669.62,390,76,48,1.716974358974359,0.0032701663731029723
85205B,PINK FELT EASTER RABBIT GARLAND,669.38,241,61,36,2.777510373443983,0.0032689943054682773
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,667.8500000000001,255,11,8,2.619019607843138,0.003261522374297095
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",667.47,492,116,63,1.3566463414634147,0.00325966660054216
72750B,FLOWER FAIRY SET 3 CANDLES LAVENDER,666.85,303,30,25,2.200825082508251,0.00325663875915253
85203,HANGING WOOD AND FELT BUTTERFLY,665.91,1463,224,94,0.4551674641148325,0.0032520481609166394
21879,HEARTS GIFT TAPE,664.84,1567,152,81,0.4242756860242502,0.0032468226927119567
21247,SET OF RED SALAD SERVERS,664.73,422,81,44,1.5751895734597157,0.003246285495046054
90082D,DIAMANTE BOW BROOCH BLACK COLOUR,664.35,103,51,28,6.45,0.0032444297212911198
21750,LARGE SKULL WINDMILL,663.85,309,62,43,2.1483818770226537,0.0032419879137188376
21884,CAKES AND BOWS GIFT  TAPE,663.61,1448,161,61,0.45829419889502765,0.0032408158460841426
46776E,WOVEN CANDY CUSHION COVER,662.1,205,77,9,3.229756097560976,0.0032334415872158507
21197,MULTICOLOUR  CONFETTI IN TUBE,661.81,453,45,29,1.4609492273730682,0.0032320253388239267
22383,LUNCHBAG SUKI  DESIGN,661.63,410,35,29,1.6137317073170732,0.003231146288097905
23547,WRAP FLOWER SHOP,661.5,1575,62,57,0.42,0.003230511418129112
17109C,FLOWER FAIRY INCENSE ROSE,661.23,3124,15,13,0.21166133162612036,0.00322919284204008
23482,PEARLISED IVORY HEART LARGE,661.02,418,39,32,1.5813875598086125,0.003228167282859722
85188B,PINK METAL SWINGING BUNNY,660.88,748,74,48,0.8835294117647059,0.0032274835767394827
22322,BIRD DECORATION GREEN  SPOT,660.62,678,108,42,0.9743657817109145,0.003226213836801896
21764,VINTAGE WOODEN PLATE RACK,659.1500000000001,17,11,11,38.77352941176471,0.0032190349225393873
16169K,WRAP FOLK ART,658.75,2075,60,56,0.31746987951807226,0.0032170814764815613
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,658.72,520,116,41,1.2667692307692309,0.003216934968027224
21263,GREEN GOOSE FEATHER TREE 60CM,658.29,299,56,39,2.201638795986622,0.0032148350135150616
85186C,BUNNY EGG GARLAND,658.19,1400,152,75,0.4701357142857143,0.0032143466520006057
46776D,WOVEN SUNSET CUSHION COVER,658.07,153,76,7,4.301111111111111,0.003213760618183258
20652,BLUE SPOTTY LUGGAGE TAG,657.9,1236,80,40,0.5322815533980583,0.0032129304036086818
22056,CERAMIC PLATE LOVE HEART DESIGN,656.87,607,34,23,1.082158154859967,0.003207900280009781
85028S,FRENCH CHATEAU SMALL FRUITBOWL,656.82,430,33,29,1.5274883720930235,0.003207656099252553
22677,"FRENCH BLUE METAL DOOR SIGN, 2",656.41,509,77,56,1.289607072691552,0.0032056538170432813
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",656.0500000000001,176,69,20,3.7275568181818186,0.003203895715591238
21441,BLUE BIRDHOUSE DECORATION,655.4599999999999,928,133,67,0.7063146551724138,0.0032010143826559454
22054,MINI CAKE STAND HANGING HEARTS,655.01,361,74,45,1.814432132963989,0.0031988167558408913
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,654.01,271,27,22,2.413321033210332,0.0031939331406963273
85168B,BLACK BAROQUE CARRIAGE CLOCK,652.17,72,52,17,9.057916666666666,0.0031849472888303295
90184C,BLACK CHUNKY BEAD BRACELET W STRAP,651.89,72,49,21,9.054027777777778,0.003183579876589852
85019C,CURIOUS  IMAGES NOTEBOOK SET,651.19,423,25,18,1.5394562647754138,0.003180161345988657
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,651.05,63,44,33,10.334126984126984,0.0031794776398684182
47310M,"SMALL POP BOX,FUNKY MONKEY",650.96,488,85,23,1.3339344262295083,0.0031790381145054077
21307,SET/4 BUTTERFLY MIRROR MAGNETS,650.07,749,72,41,0.867917222963952,0.0031746916970267457
20714,POSY SHOPPER BAG,649.8199999999999,1580,28,10,0.4112784810126582,0.003173470793240604
23224,CHERUB HEART DECORATION GOLD,649.02,738,71,44,0.8794308943089431,0.0031695639011249527
84993A,75 GREEN PETIT FOUR CASES,648.61,1471,177,88,0.440931339225017,0.003167561618915682
20618,QUEEN OF THE SKIES PASSPORT COVER,648.54,297,137,50,2.1836363636363636,0.0031672197658555623
21350,GINGHAM HEART WREATH,647.7500000000001,225,42,39,2.8788888888888895,0.0031633617098913575
21003,ROSE DU SUD CUSHION COVER,647.75,109,64,10,5.942660550458716,0.0031633617098913566
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,646.56,1620,81,64,0.3991111111111111,0.0031575502078693253
21134,VICTORIAN METAL POSTCARD CHRISTMAS,646.4399999999999,377,46,40,1.7146949602122015,0.0031569641740519776
84916,HAND TOWEL PALE BLUE W FLOWERS,646.4300000000001,261,58,28,2.4767432950191575,0.003156915337900533
22678,"FRENCH BLUE METAL DOOR SIGN, 3",645.15,501,71,50,1.2877245508982036,0.0031506643105154906
47597,NEW ENGLAND TEATOWELS,644.88,322,124,34,2.0027329192546586,0.0031493457344264576
23408,PHOTO FRAME LINEN AND LACE SMALL,644.8000000000001,310,59,53,2.08,0.003148955045214893
85215,ASSORTED CHEESE FRIDGE MAGNETS,643.89,831,66,33,0.7748375451263537,0.0031445109554333393
