stockcode,description,revenue,sold_quantity,orders,customers,returned_quantity,return_value,return_rate,return_value_rate
22986,WRAP GINGHAM ROSE,943.92,2276,82,69,25.0,10.5,1.0984182776801406,1.1123824052885838
22987,"WRAP , SUMMER ROSE DESIGN",63.0,150,6,6,0.0,0.0,0.0,0.0
22987,WRAP SUMMER ROSE DESIGN,42.0,100,4,4,0.0,0.0,0.0,0.0
22988,SOLDIERS EGG CUP,10415.22,9033,349,207,112.0,132.78,1.2398981512232925,1.2748650532585968
22989,SET 2 PANTRY DESIGN TEA TOWELS,8310.17,2693,311,241,24.0,78.0,0.8911994058670627,0.9386089574581505
22990,COTTON APRON PANTRY DESIGN,2670.54,602,140,117,126.0,553.7,20.930232558139537,20.733634396039754
22991,GIRAFFE WOODEN RULER,6816.84,3708,234,185,714.0,1185.8999999999999,19.25566343042071,17.396623655535407
22992,REVOLVER WOODEN RULER,8944.439999999999,4914,285,217,716.0,1193.4,14.57061457061457,13.342366878194726
22993,SET OF 4 PANTRY JELLY MOULDS,14151.42,11769,866,431,68.0,85.0,0.5777891069759538,0.6006464368946721
22994,TRAVEL CARD WALLET RETROSPOT,882.24,2104,160,89,30.0,12.6,1.4258555133079849,1.428182807399347
22995,TRAVEL CARD WALLET SUKI,932.88,2228,183,90,49.0,20.580000000000002,2.1992818671454217,2.2060715204527916
22996,TRAVEL CARD WALLET VINTAGE TICKET,1875.12,4540,292,155,26.0,10.92,0.5726872246696035,0.5823627287853578
22997,TRAVEL CARD WALLET UNION JACK,1038.9,2477,181,101,78.0,32.760000000000005,3.148970528865563,3.153335258446434
22998,TRAVEL CARD WALLET KEEP CALM,4641.32,11645,437,217,177.0,74.34,1.5199656504937742,1.601699516516853
22999,TRAVEL CARD WALLET RETRO PETALS,623.94,1489,88,61,3.0,1.26,0.20147750167897915,0.20194249447062218
22999,TRAVEL CARD WALLET VINTAGE LEAF,554.4,1320,97,65,3.0,1.26,0.22727272727272727,0.2272727272727273
23000,TRAVEL CARD WALLET TRANSPORT,1274.76,3042,205,125,39.0,16.38,1.282051282051282,1.2849477548715051
23002,TRAVEL CARD WALLET SKULLS,860.4,2052,140,85,128.0,53.760000000000005,6.237816764132553,6.248256624825664
23003,TRAVEL CARD WALLET VINTAGE ROSE,225.78,541,52,38,0.0,0.0,0.0,0.0
23004,TRAVEL CARD WALLET PANTRY,779.9,1853,123,73,184.0,77.28,9.92984349703184,9.908962687524042
23005,TRAVEL CARD WALLET I LOVE LONDON,1767.72,4346,175,105,1.0,0.42,0.02300966405890474,0.023759418912497453
23006,TRAVEL CARD WALLET FLOWER MEADOW,709.62,1693,130,88,78.0,32.760000000000005,4.607206142941524,4.616555339477467
23007,SPACEBOY BABY GIFT SET,7048.549999999999,449,142,110,6.0,101.69999999999999,1.3363028953229399,1.4428499478616168
23008,DOLLY GIRL BABY GIFT SET,6534.049999999999,419,120,99,7.0,118.65,1.6706443914081146,1.8158722385044501
23009,I LOVE LONDON BABY GIFT SET,3262.5499999999997,209,61,48,0.0,0.0,0.0,0.0
23010,CIRCUS PARADE BABY GIFT SET,4444.75,285,89,73,3.0,50.849999999999994,1.0526315789473684,1.1440463468136564
23012,GLASS APOTHECARY BOTTLE PERFUME,3763.6400000000003,1014,198,151,8.0,31.6,0.7889546351084813,0.8396127153500333
23013,GLASS APOTHECARY BOTTLE TONIC,3211.09,865,180,135,6.0,23.7,0.6936416184971098,0.7380671360815174
23014,GLASS APOTHECARY BOTTLE ELIXIR,2951.78,798,160,122,9.0,35.55,1.1278195488721803,1.2043580483640377
23015,CORDIAL GLASS JUG,247.5,30,13,13,7.0,57.75,23.333333333333332,23.333333333333332
23015,CORDIAL JUG,49.5,6,2,2,7.0,57.75,116.66666666666667,116.66666666666667
23016,GLASS TWIST BON BON JAR,512.85,69,19,19,3.0,19.950000000000003,4.3478260869565215,3.8900263234864
23017,APOTHECARY MEASURING JAR,751.4000000000001,64,21,20,1.0,12.5,1.5625,1.6635613521426669
23018,LARGE APOTHECARY MEASURING JAR,587.2,50,20,19,0.0,0.0,0.0,0.0
23019,SMALL APOTHECARY MEASURING JAR,629.05,81,28,26,0.0,0.0,0.0,0.0
23020,GLASS  SONGBIRD STORAGE JAR,1965.3,165,69,65,6.0,73.65,3.6363636363636362,3.7475194626774546
23020,GLASS SONGBIRD STORAGE JAR,126.7,11,3,3,6.0,73.65,54.54545454545454,58.129439621152336
23021,GLASS BONNE JAM JAR,475.95000000000005,117,25,24,0.0,0.0,0.0,0.0
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,795.6800000000001,416,21,19,30.0,62.400000000000006,7.211538461538461,7.842348682887593
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,411.44,260,23,23,2.0,3.3,0.7692307692307693,0.8020610538596149
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,662.0600000000001,254,10,8,2.0,4.98,0.7874015748031495,0.7521976860103313
23025,DRAWER KNOB VINTAGE GLASS BALL,669.61,317,46,40,6.0,12.48,1.8927444794952681,1.8637714490524335
23026,DRAWER KNOB VINTAGE GLASS STAR,1016.97,503,53,43,14.0,29.12,2.783300198807157,2.863407966803347
23027,DRAWER KNOB VINTAGE GLASS HEXAGON,596.96,287,27,26,0.0,0.0,0.0,0.0
23028,DOORKNOB CRACKED GLAZE BLUE,238.5,162,3,3,7.0,11.55,4.320987654320987,4.8427672955974845
23028,DRAWER KNOB CRACKLE GLAZE BLUE,1751.79,1079,111,87,7.0,11.55,0.6487488415199258,0.6593256040963814
23029,DOORKNOB CRACKED GLAZE GREEN,19.8,12,2,2,28.0,46.2,233.33333333333334,233.33333333333334
23029,DRAWER KNOB CRACKLE GLAZE GREEN,2060.4,1272,136,97,28.0,46.2,2.20125786163522,2.2422830518345953
23031,DOORKNOB CRACKED GLAZE PINK,19.8,12,2,2,20.0,33.0,166.66666666666669,166.66666666666666
23031,DRAWER KNOB CRACKLE GLAZE PINK,1968.0,1216,136,93,20.0,33.0,1.644736842105263,1.676829268292683
23032,DOORKNOB CRACKED GLAZE IVORY,258.3,174,5,5,46.0,75.9,26.436781609195403,29.384436701509877
23032,DRAWER KNOB CRACKLE GLAZE IVORY,3348.6,2076,177,115,46.0,75.9,2.2157996146435455,2.26661888550439
23033,DRAWER KNOB CERAMIC RED,943.75,679,59,42,0.0,0.0,0.0,0.0
23034,DRAWER KNOB CERAMIC BLACK,1314.95,935,78,57,6.0,8.7,0.6417112299465241,0.6616221149093121
23035,DOORKNOB CERAMIC IVORY,52.2,36,1,1,9.0,13.049999999999999,25.0,24.999999999999996
23035,DRAWER KNOB CERAMIC IVORY,2863.39,2035,165,110,9.0,13.049999999999999,0.4422604422604423,0.45575349498321915
23036,T-LIGHT HOLDER SILVER PETIT FOUR,227.5,182,15,14,0.0,0.0,0.0,0.0
23037,CANDLE HOLDER SILVER MADELINE,315.29,193,18,17,0.0,0.0,0.0,0.0
23038,T-LIGHT HOLDER SILVER SAUCER,38.03,41,6,4,0.0,0.0,0.0,0.0
23039,T-LIGHT HOLDER SILVER HEART HANDLE,370.79999999999995,192,22,22,6.0,11.7,3.125,3.1553398058252426
23040,PAPER LANTERN 9 POINT SNOW STAR,1318.5,246,36,33,0.0,0.0,0.0,0.0
23041,PAPER LANTERN 6 POINT SNOW STAR,107.9,26,6,6,24.0,99.6,92.3076923076923,92.3076923076923
23041,PAPER LANTERN 9 POINT SNOW STAR,971.1,234,42,40,24.0,99.6,10.256410256410255,10.256410256410255
23042,PAPER LANTERN 7 POINT SNOW STAR,658.35,99,25,25,10.0,66.5,10.1010101010101,10.1010101010101
23043,PAPER LANTERN 9 POINT HOLLY STAR 40,37.5,6,3,3,0.0,0.0,0.0,0.0
23043,PAPER LANTERN 9 POINT HOLLY STAR L,431.25,69,16,15,0.0,0.0,0.0,0.0
23044,PAPER LANTERN 9 POINT HOLLY STAR 23,74.7,18,5,5,0.0,0.0,0.0,0.0
23044,PAPER LANTERN 9 POINT HOLLY STAR S,340.3,82,19,19,0.0,0.0,0.0,0.0
23045,PAPER LANTERN 5 POINT STAR MOON,439.90000000000003,106,18,17,20.0,83.0,18.867924528301888,18.867924528301884
23045,PAPER LANTERN 5 POINT STAR MOON 30,41.5,10,5,5,20.0,83.0,200.0,200.0
23046,PAPER LANTERN 9 POINT DELUXE STAR,2091.55,347,34,31,0.0,0.0,0.0,0.0
23047,PAPER LANTERN 5 POINT SEQUIN STAR,287.5,50,21,21,0.0,0.0,0.0,0.0
23047,PAPER LANTERN 5 POINT STUDDED STAR,46.0,8,4,4,0.0,0.0,0.0,0.0
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,2248.14,560,85,81,33.0,136.95000000000002,5.892857142857142,6.091702474045212
23049,RECYCLED ACAPULCO MAT RED,3572.75,435,169,103,3.0,24.75,0.6896551724137931,0.6927436848366104
23050,RECYCLED ACAPULCO MAT GREEN,3763.55,459,176,116,1.0,8.25,0.2178649237472767,0.21920792868435385
23051,RECYCLED ACAPULCO MAT BLUE,2741.35,335,133,95,2.0,16.5,0.5970149253731344,0.6018932277892279
23052,RECYCLED ACAPULCO MAT TURQUOISE,4694.75,571,221,147,1.0,8.25,0.17513134851138354,0.17572820703977848
23053,RECYCLED ACAPULCO MAT PINK,2589.9,318,129,105,1.0,8.25,0.3144654088050315,0.318545117572107
23054,RECYCLED ACAPULCO MAT LAVENDER,2189.7,266,109,81,1.0,8.25,0.37593984962406013,0.37676394026578985
23055,IVORY CHANDELIER T-LIGHT HOLDER,1286.72,560,36,33,432.0,690.72,77.14285714285715,53.68067644864462
23056,CRYSTAL CHANDELIER T-LIGHT HOLDER,18.75,3,1,1,579.0,1859.07,19300.0,9915.039999999999
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,2770.91,863,36,32,579.0,1859.07,67.09154113557358,67.09239924790052
23057,BEADED CHANDELIER T-LIGHT HOLDER,1298.44,596,34,31,433.0,636.15,72.6510067114094,48.99340747358368
23057,GEMSTONE CHANDELIER T-LIGHT HOLDER,347.7,78,7,7,433.0,636.15,555.1282051282051,182.95944779982744
23058,CHRISTMAS HANGING SNOWFLAKE,421.02000000000004,486,44,39,0.0,0.0,0.0,0.0
23060,HEART BEADED TRELLIS DECORATION,507.52000000000004,244,39,34,0.0,0.0,0.0,0.0
23061,VINTAGE EMBOSSED HEART,1102.46,886,84,72,3.0,3.75,0.33860045146726864,0.34014839540663605
23061,VINTAGE ENGRAVED HEART,75.0,60,4,4,3.0,3.75,5.0,5.0
23064,CINDERELLA CHANDELIER,3617.6000000000004,220,22,20,71.0,1514.0500000000002,32.27272727272727,41.85233303847855
23065,LARGE DECO JEWELLERY STAND,2977.8,246,88,77,1.0,12.5,0.40650406504065045,0.41977298676875546
23065,LARGE JEWELLERY STAND,125.0,10,4,4,1.0,12.5,10.0,10.0
23066,SMALL DECO JEWELLERY STAND,1831.65,229,70,63,1.0,8.25,0.43668122270742354,0.45041356154287115
23066,SMALL JEWELLERY STAND,132.0,16,6,6,1.0,8.25,6.25,6.25
23067,HANGING ENGRAVED METAL HEART,1137.1000000000001,274,71,63,0.0,0.0,0.0,0.0
23068,ALUMINIUM HEART,74.7,30,6,6,0.0,0.0,0.0,0.0
23068,ALUMINIUM STAMPED HEART,1852.5500000000002,771,124,100,0.0,0.0,0.0,0.0
23069,EDWARDIAN PHOTO FRAME,543.75,87,31,27,0.0,0.0,0.0,0.0
23070,EDWARDIAN HEART PHOTO FRAME,610.0500000000001,147,33,29,0.0,0.0,0.0,0.0
23071,MARIE ANTOIENETT TRINKET BOX GOLD,12.5,1,1,1,76.0,434.0,7600.0,3472.0
23071,MARIE ANTOINETTE TRINKET BOX GOLD,1167.6,312,16,15,76.0,434.0,24.358974358974358,37.170263788968825
23072,MARIE ANTOINETTE TRINKET BOX SILVER,1099.0,326,22,21,72.0,384.0,22.085889570552148,34.940855323020934
23073,GEORGIAN TRINKET BOX,1681.5,141,59,49,1.0,12.5,0.7092198581560284,0.743383883437407
23074,EMBOSSED HEART TRINKET BOX,444.02000000000004,221,35,32,6.0,12.48,2.7149321266968327,2.8106842034142607
23075,DOUBLE CERAMIC PARLOUR HOOK,91.30000000000001,22,5,5,34.0,141.10000000000002,154.54545454545453,154.54545454545453
23075,PARLOUR CERAMIC WALL HOOK,1819.25,443,72,56,34.0,141.10000000000002,7.674943566591422,7.755943383262334
23076,ICE CREAM SUNDAE LIP GLOSS,9638.16,7896,248,202,28.0,35.0,0.3546099290780142,0.363139852419964
23077,DOUGHNUT LIP GLOSS,11615.7,9642,308,217,60.0,75.0,0.6222775357809583,0.6456778325886515
23078,ICE CREAM PEN LIP GLOSS,8077.31,6607,213,159,48.0,60.0,0.7265021946420462,0.7428215581672611
23079,TOADSTOOL BEDSIDE LIGHT,2198.6,248,104,83,14.0,125.3,5.64516129032258,5.699081233512235
23080,RED METAL BOX TOP SECRET,7920.78,998,221,148,11.0,90.75,1.1022044088176353,1.1457204972237582
23081,GREEN METAL BOX ARMY SUPPLIES,3474.39,437,111,78,6.0,49.5,1.3729977116704806,1.4247105247252037
23081,GREEN METAL BOX TOP SECRET,132.0,16,4,4,6.0,49.5,37.5,37.5
23082,SET 6 PAPER TABLE LANTERN HEARTS,8110.68,2260,263,205,28.0,103.16,1.238938053097345,1.2719032189656108
23083,SET 6 PAPER TABLE LANTERN STARS,6735.88,1859,209,161,63.0,214.17000000000002,3.388918773534158,3.179540015558472
23084,RABBIT NIGHT LIGHT,51251.24,27153,801,450,108.0,208.40000000000003,0.39774610540271793,0.4066243080167427
23085,ANTIQUE SILVER BAUBLE LAMP,3437.7000000000003,369,72,64,13.0,128.75,3.523035230352303,3.7452366407772635
23086,ZINC  STAR T-LIGHT HOLDER,1357.79,1183,35,30,16.0,20.0,1.3524936601859678,1.4729818307691176
23086,ZINC STAR T-LIGHT HOLDER,10.0,8,1,1,16.0,20.0,200.0,200.0
23087,ZINC  HEART T-LIGHT HOLDER,997.1800000000001,830,49,43,15.0,18.75,1.8072289156626504,1.8803024529172263
23088,ZINC HEART FLOWER T-LIGHT HOLDER,947.18,760,57,52,0.0,0.0,0.0,0.0
23089,GLASS BON BON JAR,3495.27,2135,134,101,15.0,25.65,0.702576112412178,0.7338488872104301
23090,VINTAGE GLASS T-LIGHT HOLDER,1722.7900000000002,2129,122,96,9.0,7.47,0.4227336777829967,0.4335989876885749
23091,METAL HERB GERDEN CONTAINER,139.68,24,5,5,7.0,43.75,29.166666666666668,31.32159221076747
23091,ZINC HERB GARDEN CONTAINER,3279.82,535,187,155,7.0,43.75,1.3084112149532712,1.3339146660487464
23092,LARGE ANTIQUE WHITE PHOTO FRAME,3568.26,507,125,96,10.0,77.75,1.9723865877712032,2.1789331494902275
23093,SMALL PARISIENNE HEART PHOTO FRAME,2122.67,915,123,105,3.0,7.470000000000001,0.32786885245901637,0.35191527651495524
23094,LE GRAND TRAY CHIC SET,1837.5,147,74,65,2.0,25.0,1.3605442176870748,1.3605442176870748
23096,PETIT TRAY CHIC,1606.73,993,117,89,0.0,0.0,0.0,0.0
23099,FRENCH CARRIAGE LANTERN,858.9000000000001,132,54,46,8.0,53.2,6.0606060606060606,6.1939690301548485
23100,SILVER BELLS TABLE DECORATION,2562.1,2090,213,180,1.0,1.25,0.04784688995215311,0.04878810350884041
23101,SILVER STARS TABLE DECORATION,1569.6200000000001,1942,190,175,0.0,0.0,0.0,0.0
23102,SILVER HEARTS TABLE DECORATION,995.33,1231,139,128,0.0,0.0,0.0,0.0
23103,BELL HEART DECORATION,387.0,252,9,9,28.0,46.2,11.11111111111111,11.937984496124033
23103,JINGLE BELL HEART DECORATION,6055.95,3679,307,223,28.0,46.2,0.7610763794509378,0.7628860872365195
23104,IVORY CAFE HANGING LAMP,1330.5,114,43,37,0.0,0.0,0.0,0.0
23104,IVORY PANTRY HANGING LAMP,25.0,2,1,1,0.0,0.0,0.0,0.0
23106,ZINC HEARTS PLANT POT HOLDER,746.15,275,49,48,12.0,34.68,4.363636363636364,4.647859009582524
23106,ZINC PLANT POT HOLDER,23.12,8,1,1,12.0,34.68,150.0,150.0
23107,WHITE HEARTS WIRE PLANT POT HOLDER,873.5600000000001,324,59,58,0.0,0.0,0.0,0.0
23107,WHITE WIRE PLANT POT HOLDER,46.24,16,2,2,0.0,0.0,0.0,0.0
23108,SET OF 10 LED DOLLY LIGHTS,12972.73,2192,351,271,64.0,317.6,2.9197080291970803,2.4482125196469826
23109,LED TEA LIGHTS,1676.35,595,54,54,96.0,239.04,16.134453781512605,14.259552002863366
23109,PACK OF SIX LED TEA LIGHTS,4808.55,1715,174,132,96.0,239.04,5.597667638483965,4.9711451477056485
23110,PARISIENNE KEY CABINET,3673.7,662,219,157,51.0,293.25,7.7039274924471295,7.982415548357243
23111,PARISIENNE SEWING BOX,3464.8,296,124,80,24.0,283.2,8.108108108108109,8.173631955668437
23112,PARISIENNE CURIO CABINET,3437.3,471,183,134,33.0,239.85000000000002,7.006369426751593,6.977860530067204
23113,PANTRY CHOPPING BOARD,5695.860000000001,1138,43,39,946.0,4803.0599999999995,83.12829525483303,84.32545743750723
23114,VINTAGE LEAF CHOPPING BOARD,684.0,144,41,40,3.0,14.850000000000001,2.083333333333333,2.1710526315789473
23115,RED APPLES CHOPPING BOARD,684.0,144,38,38,0.0,0.0,0.0,0.0
23116,VEGETABLE GARDEN CHOPPING BOARD,317.70000000000005,70,17,17,0.0,0.0,0.0,0.0
23117,POPPY FIELDS CHOPPING BOARD,420.75,85,39,39,1.0,4.95,1.1764705882352942,1.1764705882352942
23118,PARISIENNE JEWELLERY DRAWER,5399.02,765,225,154,24.0,180.0,3.1372549019607843,3.3339383814099595
23119,PACK OF 6 LARGE FRUIT STRAWS,1275.71,2155,116,97,36.0,22.32,1.6705336426914155,1.7496139404723645
23120,PACK OF 6 SMALL FRUIT STRAWS,644.58,1617,79,69,72.0,30.240000000000002,4.452690166975881,4.69142697570511
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,958.32,2460,87,81,0.0,0.0,0.0,0.0
23122,PARTY CHARMS 50 PIECES,1552.65,2091,94,89,3.0,2.4899999999999998,0.1434720229555237,0.16037097864940583
23123,COCKTAIL SWORDS 50 PIECES,705.2500000000001,899,68,64,6.0,4.98,0.6674082313681869,0.706132577100319
23124,18PC WOODEN CUTLERY SET DISPOSABLE,595.15,503,24,23,0.0,0.0,0.0,0.0
23125,6PC WOOD PLATE SET DISPOSABLE,443.25,405,16,15,0.0,0.0,0.0,0.0
23126,DOLLCRAFT GIRL AMELIE,178.2,36,8,8,16.0,79.2,44.44444444444444,44.44444444444445
23126,DOLLCRAFT GIRL AMELIE KIT,294.7,66,8,8,16.0,79.2,24.242424242424242,26.874787919918564
23126,FELTCRAFT GIRL AMELIE KIT,4799.38,982,255,187,16.0,79.2,1.6293279022403258,1.6502131525322021
23127,DOLLCRAFT GIRL NICOLE,336.6,68,12,12,13.0,64.35000000000001,19.11764705882353,19.117647058823533
23127,FELTCRAFT GIRL NICOLE KIT,3169.79,645,170,137,13.0,64.35000000000001,2.0155038759689923,2.0301029405733506
23128,DOLLCRAFT BOY JEAN-PAUL,373.9,82,12,12,7.0,34.65,8.536585365853659,9.267183738967638
23128,FELTCRAFT BOY JEAN-PAUL KIT,1711.23,349,117,103,7.0,34.65,2.005730659025788,2.024859311723146
23129,HEART SHAPED HOLLY WREATH,3933.1800000000003,942,165,138,1.0,4.15,0.10615711252653928,0.10551258777884562
23130,MISELTOE HEART WREATH,312.8,80,5,5,9.0,37.35,11.25,11.940537084398976
23130,MISTLETOE HEART WREATH GREEN,3435.62,838,162,135,9.0,37.35,1.0739856801909307,1.0871400213061981
23131,MISELTOE HEART WREATH CREAM,996.0,240,1,1,6.0,24.9,2.5,2.5
23131,MISELTOE HEART WREATH WHITE,304.5,78,4,4,6.0,24.9,7.6923076923076925,8.177339901477831
23131,MISTLETOE HEART WREATH CREAM,2332.13,575,103,86,6.0,24.9,1.0434782608695654,1.0676934819242494
23132,SMALL IVORY HEART WALL ORGANISER,4989.08,1008,141,115,4.0,23.0,0.3968253968253968,0.46100683893623673
23133,LARGE IVORY HEART WALL ORGANISER,5142.91,759,134,94,1.0,8.25,0.13175230566534915,0.1604150179567599
23134,LARGE ZINC HEART WALL ORGANISER,6414.48,1064,37,29,0.0,0.0,0.0,0.0
23135,SMALL ZINC HEART WALL ORGANISER,5378.8,1538,42,31,0.0,0.0,0.0,0.0
23136,IVORY WIRE SWEETHEART LETTER TRAY,467.05,127,44,39,0.0,0.0,0.0,0.0
23137,ZINC WIRE SWEETHEART LETTER TRAY,253.24,80,20,18,0.0,0.0,0.0,0.0
23138,SINGLE WIRE HOOK IVORY HEART,1201.8999999999999,870,75,60,12.0,17.4,1.3793103448275863,1.447707795989683
23139,SINGLE WIRE HOOK PINK HEART,502.38,406,22,20,12.0,17.4,2.955665024630542,3.4635136749074404
23140,TRIPLE WIRE HOOK IVORY HEART,658.54,160,35,29,12.0,49.8,7.5,7.562183010902906
23141,TRIPLE WIRE HOOK PINK HEART,215.0,68,18,18,0.0,0.0,0.0,0.0
23142,IVORY WIRE KITCHEN ORGANISER,1137.65,116,36,34,2.0,19.55,1.7241379310344827,1.7184547092691072
23143,ZINC WIRE KITCHEN ORGANISER,156.8,25,12,12,0.0,0.0,0.0,0.0
23144,ZINC T-LIGHT HOLDER STARS SMALL,3879.98,4894,237,180,44.0,36.52,0.8990600735594606,0.9412419651647689
23145,ZINC T-LIGHT HOLDER STAR LARGE,1896.54,2030,148,126,11.0,10.45,0.541871921182266,0.5510034062028747
23145,ZINC T-LIGHT HOLDER STARS LARGE,22.8,24,2,2,11.0,10.45,45.83333333333333,45.83333333333333
23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2526.02,778,211,151,50.0,164.1,6.426735218508997,6.49638561848283
23147,SINGLE ANTIQUE ROSE HOOK IVORY,2669.95,1843,250,170,15.0,21.75,0.8138903960933261,0.8146219966666044
23148,MINIATURE ANTIQUE ROSE HOOK IVORY,1711.5500000000002,2065,230,142,13.0,10.79,0.6295399515738499,0.630422716251351
23148,MINITURE ANTIQUE ROSE HOOK IVORY,40.8,48,4,4,13.0,10.79,27.083333333333332,26.44607843137255
23149,ANTIQUE IVORY WIRE BOWL SMALL,241.53,97,19,17,11.0,27.39,11.34020618556701,11.34020618556701
23150,IVORY SWEETHEART SOAP DISH,346.11,139,40,33,1.0,2.49,0.7194244604316548,0.7194244604316548
23151,ZINC SWEETHEART SOAP DISH,104.41,59,19,18,0.0,0.0,0.0,0.0
23152,IVORY SWEETHEART WIRE LETTER RACK,1998.51,541,149,108,7.0,26.25,1.2939001848428837,1.3134785415134276
23153,ZINC SWEETHEART WIRE LETTER RACK,923.63,248,78,67,4.0,15.0,1.6129032258064515,1.6240269371934648
23154,SET OF 4 JAM JAR MAGNETS,4922.01,2441,214,141,61.0,126.88,2.498975829578042,2.5778086594704193
23155,KNICKERBOCKERGLORY MAGNET ASSORTED,1669.38,2094,111,84,169.0,129.71000000000004,8.070678127984717,7.769950520552542
23156,SET OF 5 MINI GROCERY MAGNETS,3297.2200000000003,1631,184,117,24.0,49.92,1.471489883507051,1.514002705309321
23157,SET OF 6 NATIVITY MAGNETS,5031.55,2530,145,111,240.0,444.0,9.486166007905137,8.824318549949817
23158,SET OF 5 LUCKY CAT MAGNETS,5117.32,2536,187,96,60.0,124.8,2.365930599369085,2.4387765470988723
23159,SET OF 5 PANCAKE DAY MAGNETS,4562.7300000000005,2255,195,121,25.0,52.0,1.1086474501108647,1.1396685756115308
23160,REGENCY TEA SPOON,1651.8,1392,60,50,6.0,7.5,0.43103448275862066,0.45405012713403564
23161,REGENCY CAKE FORK,1896.6,1608,68,58,12.0,15.0,0.7462686567164178,0.7908889591901298
23162,REGENCY TEA STRAINER,4789.24,1362,142,96,0.0,0.0,0.0,0.0
23163,REGENCY SUGAR TONGS,3949.7000000000003,1714,134,95,55.0,114.4,3.208868144690782,2.896422513102261
23164,REGENCY CAKE SLICE,2579.21,564,80,70,1.0,4.95,0.1773049645390071,0.1919192310823857
23165,LARGE CERAMIC TOP STORAGE JAR,4617.9,2950,220,167,102.0,154.5,3.457627118644068,3.3456766062495946
23166,MEDIUM CERAMIC TOP STORAGE JAR,81416.73000000001,77916,195,138,74494.0,77479.64000000001,95.60809076441295,95.1642739766139
23167,SMALL CERAMIC TOP STORAGE JAR,4184.18,5666,177,129,525.0,365.18999999999994,9.265795975997177,8.727874995817578
23168,CLASSIC CAFE SUGAR DISPENSER,3037.1,2633,208,132,54.0,65.61,2.0508925180402584,2.1602844819070826
23168,CLASSIC SUGAR DISPENSER,247.32,216,12,12,54.0,65.61,25.0,26.52838427947598
23169,CLASSIC GLASS COOKIE JAR,5350.2,1332,248,191,93.0,379.15,6.981981981981981,7.0866509663190165
23169,CLASSIC GLASS SWEET JAR,479.45,119,14,14,93.0,379.15,78.15126050420169,79.0801960579831
23170,REGENCY TEA PLATE ROSES,10170.99,6563,328,224,718.0,1046.3,10.940118848087765,10.287100862354597
23171,REGENCY TEA PLATE GREEN,9184.9,5966,270,195,97.0,146.25,1.6258799865906806,1.5922873411795448
23172,REGENCY TEA PLATE PINK,5793.28,3688,224,160,102.0,154.3,2.765726681127983,2.6634307335395495
23173,REGENCY TEAPOT ROSES,23033.52,2662,354,248,52.0,436.4,1.9534184823441023,1.8946300869341723
23174,REGENCY SUGAR BOWL GREEN,11567.24,2954,268,190,88.0,345.2,2.9790115098171968,2.9842901158789825
23175,REGENCY MILK JUG PINK,8995.0,3062,272,206,80.0,225.5,2.612671456564337,2.5069483046136742
23176,ABC TREASURE BOOK BOX,4373.26,2088,186,159,45.0,101.25,2.1551724137931036,2.315206504987126
23177,TREASURE ISLAND BOOK BOX,5029.8,2428,214,174,20.0,45.0,0.8237232289950577,0.8946677800310152
23178,JAM CLOCK MAGNET,838.47,309,55,50,5.0,14.45,1.6181229773462782,1.7233771035338175
23179,CLOCK MAGNET MUM'S KITCHEN,837.88,304,40,36,0.0,0.0,0.0,0.0
23180,MUM'S KITCHEN CLOCK,471.90000000000003,104,36,29,1.0,4.95,0.9615384615384616,1.048951048951049
23181,BULL DOG BOTTLE TOP WALL CLOCK,1484.25,185,69,60,4.0,33.0,2.1621621621621623,2.223345123799899
23182,TOILET SIGN OCCUPIED OR VACANT,2807.69,3378,254,140,14.0,11.62,0.4144464179988159,0.41386335386029083
23183,MOTHER'S KITCHEN SPOON REST,690.71,178,58,45,8.0,30.0,4.49438202247191,4.343356835719766
23184,BULL DOG BOTTLE OPENER,3749.5,778,197,129,13.0,64.35000000000001,1.6709511568123392,1.716228830510735
23185,FRENCH STYLE STORAGE JAR JAM,114.85,317,30,27,1.0,0.29,0.31545741324921134,0.2525032651284284
23186,FRENCH STYLE STORAGE JAR CAFE,819.4599999999999,1982,70,57,12.0,9.24,0.6054490413723511,1.1275718155858738
23187,FRENCH STYLE STORAGE JAR BONBONS,695.06,2338,74,66,37.0,16.49,1.5825491873396065,2.3724570540672745
23188,VINTAGE  2 METER FOLDING RULER,2902.4700000000003,1775,155,131,14.0,23.099999999999998,0.7887323943661971,0.7958738591613348
23188,VINTAGE  2 METRE FOLDING RULER,2197.69,1321,127,102,14.0,23.099999999999998,1.0598031794095382,1.0511036588417837
23189,SET OF 12 FORK CANDLES,3319.35,1215,113,89,1.0,2.89,0.0823045267489712,0.08706523867624685
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,2691.14,1678,179,145,2.0,3.3,0.11918951132300357,0.12262461261770105
23191,BUNDLE OF 3 RETRO EXERCISE BOOKS,99.0,60,5,5,3.0,4.949999999999999,5.0,5.0
23191,BUNDLE OF 3 RETRO NOTE BOOKS,3393.35,2099,240,178,3.0,4.949999999999999,0.14292520247737017,0.14587354679004522
